customer_id,tenure,monthly_charges,total_charges,contract_type,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,payment_method,paperless_billing,senior_citizen,partner,dependents,phone_service,multiple_lines,churn
CUST_00203,31,99.79893221433834,4508.047836382855,Month-to-month,DSL,1,0,0,1,1,1,Credit card,1,0,1,0,1,0,0
CUST_00204,42,45.89826516018137,4464.857556783529,Two year,No,1,0,0,0,1,0,Mailed check,1,0,1,0,1,1,0
CUST_00205,7,78.85542289732453,843.8000899930134,Month-to-month,Fiber optic,0,0,0,1,1,0,Mailed check,0,0,0,0,1,0,0
CUST_00206,16,118.23305150800816,2814.939221611914,One year,DSL,1,0,0,0,1,1,Credit card,0,0,1,0,1,0,0
CUST_00207,60,108.4198978131503,2331.2040996234427,One year,DSL,0,0,0,1,0,1,Mailed check,1,1,1,1,1,1,0
CUST_00208,2,80.0798446442198,3186.7540883475444,Month-to-month,Fiber optic,0,0,0,0,1,0,Mailed check,1,0,0,1,1,0,0
CUST_00209,1,110.37239671752705,6406.919086972193,Month-to-month,DSL,1,0,0,0,1,0,Electronic check,0,0,0,0,1,0,0
CUST_00210,48,118.91849098133589,3038.2680765432324,One year,Fiber optic,0,0,0,0,1,1,Electronic check,0,0,1,0,1,0,1
CUST_00211,12,94.33528228936241,3668.404871930293,Month-to-month,Fiber optic,1,0,0,1,1,0,Credit card,1,0,0,1,0,1,0
CUST_00212,69,26.498640948289403,3239.3129848340004,Two year,DSL,0,0,0,0,0,0,Credit card,1,0,0,0,0,1,0
CUST_00213,37,60.15802364254875,837.9229786048353,Month-to-month,Fiber optic,1,0,1,0,0,1,Electronic check,1,0,1,1,1,1,0
CUST_00214,32,103.78257352832455,3584.4700501811913,Two year,No,0,0,0,0,0,0,Mailed check,1,0,1,0,0,1,0
CUST_00215,9,43.0569195805019,1645.3132570516686,Month-to-month,Fiber optic,0,0,0,0,0,0,Mailed check,0,0,1,1,1,1,0
CUST_00216,19,103.06425177506246,1575.1140366070276,One year,DSL,0,0,0,0,1,0,Bank transfer,1,0,0,1,0,1,0
CUST_00217,48,32.033876203499595,842.8852250307042,One year,DSL,1,1,0,0,1,1,Credit card,1,0,0,0,1,0,0
CUST_00218,3,24.694535714781303,2917.7006957199415,One year,Fiber optic,0,1,0,0,0,1,Credit card,1,0,0,0,1,1,0
CUST_00219,20,58.40906114912496,6084.106889836397,Month-to-month,Fiber optic,1,0,0,1,0,0,Credit card,0,0,1,0,1,0,1
CUST_00220,24,23.67319374266136,2283.8893556088287,One year,DSL,0,0,1,0,1,0,Bank transfer,0,0,1,0,1,1,0
CUST_00221,54,115.72702629833256,2567.5579048955574,Month-to-month,No,0,1,0,0,1,0,Bank transfer,1,0,0,0,1,1,0
CUST_00222,33,102.62056957939659,5177.129795612146,One year,No,0,0,0,0,0,0,Mailed check,0,0,0,0,1,0,0
CUST_00223,24,100.07696871298751,1647.142419436659,Month-to-month,DSL,0,0,1,0,1,0,Electronic check,1,0,1,0,1,0,0
CUST_00224,72,82.97779229961532,7185.967650345921,Two year,No,1,1,0,1,0,1,Electronic check,0,0,1,0,1,0,0
CUST_00225,36,41.632402303655354,4209.50513368728,Month-to-month,DSL,0,0,1,1,0,0,Electronic check,0,0,0,1,1,0,0
CUST_00226,38,71.82603666763922,3636.0632285297143,Two year,DSL,0,0,1,0,0,0,Mailed check,0,0,1,0,0,0,0
CUST_00227,25,79.7274072430341,4506.779516240691,Two year,DSL,0,0,0,1,0,0,Electronic check,1,0,0,0,0,0,0
CUST_00228,18,72.50315008602682,1411.671075987944,Two year,DSL,0,0,0,1,0,0,Bank transfer,1,0,1,0,1,0,0
CUST_00229,66,46.02333679515273,4946.437795249492,Month-to-month,No,1,0,0,1,1,0,Bank transfer,1,0,1,0,1,1,0
CUST_00230,54,71.52479243147259,2968.4958194086826,Month-to-month,Fiber optic,0,0,0,0,1,0,Credit card,1,0,1,0,1,0,0
CUST_00231,35,69.11863408686266,7187.77209362049,Two year,No,0,0,0,0,0,1,Electronic check,0,1,0,1,1,0,0
CUST_00232,61,119.63357758067242,1433.9482327537205,Month-to-month,DSL,1,0,1,0,0,1,Bank transfer,0,0,0,0,1,0,0
CUST_00233,41,109.74361480462039,4105.703720536984,Month-to-month,Fiber optic,1,0,0,0,0,0,Credit card,1,0,1,0,1,1,0
CUST_00234,33,66.33807482156199,4825.0897720152425,One year,Fiber optic,0,0,0,0,1,0,Electronic check,1,0,0,0,1,0,0
CUST_00235,68,82.29373829351186,363.7304541124117,One year,Fiber optic,0,0,0,1,1,0,Electronic check,1,0,1,0,1,0,0
CUST_00236,33,94.78716040922285,2973.175685573508,Month-to-month,DSL,0,0,0,0,0,0,Bank transfer,1,0,1,1,1,0,0
CUST_00237,14,23.486516023382492,5887.818354136579,One year,No,0,0,0,0,0,1,Credit card,0,0,1,0,1,0,0
CUST_00238,21,109.49214412278398,6580.982308846889,Two year,Fiber optic,1,1,0,0,1,0,Credit card,0,1,1,0,1,0,0
CUST_00239,48,106.01268164179238,2573.9797590565304,Month-to-month,No,0,0,0,0,0,1,Bank transfer,1,0,1,0,1,0,0
CUST_00240,20,65.74320977737074,6408.886851823735,Two year,No,0,0,0,0,0,1,Bank transfer,0,0,1,1,1,0,0
CUST_00241,8,59.11697660803798,7745.271429116772,Month-to-month,Fiber optic,0,0,0,1,1,1,Bank transfer,0,0,0,0,1,1,1
CUST_00242,7,47.2959374856315,6869.304094993244,Month-to-month,No,0,0,0,0,0,1,Electronic check,1,1,0,1,1,1,0
CUST_00243,67,67.66768283303685,1029.3875064586691,Month-to-month,No,0,0,0,1,0,0,Bank transfer,0,0,0,0,1,0,0
CUST_00244,17,24.437666353323678,5943.869623475771,Month-to-month,DSL,0,0,0,1,0,1,Bank transfer,1,0,0,0,1,1,1
CUST_00245,33,105.21935333470077,2625.3679762803035,Two year,No,0,0,0,0,0,1,Mailed check,0,0,1,0,1,0,0
CUST_00246,48,23.542236841854507,7908.486316355405,Month-to-month,No,0,0,0,1,1,1,Bank transfer,1,0,1,0,1,0,0
CUST_00247,59,52.9051365369871,3934.335966963108,Month-to-month,DSL,0,1,0,0,1,0,Bank transfer,1,0,1,0,1,0,1
CUST_00248,22,113.158948831899,1067.227797035634,Month-to-month,Fiber optic,0,1,0,0,1,1,Electronic check,1,0,1,0,1,0,1
CUST_00249,30,93.52126545234528,5828.965829416387,One year,No,0,0,0,0,1,0,Credit card,1,0,1,0,1,0,0
CUST_00250,38,48.13909605775268,2651.7884672510895,One year,DSL,0,0,0,0,0,1,Electronic check,0,0,1,1,1,1,0
CUST_00251,51,45.26490939608851,7976.917440945127,Month-to-month,DSL,0,0,0,1,1,0,Mailed check,1,0,0,0,1,1,0
CUST_00252,54,20.508213981802598,7840.281417050723,Month-to-month,Fiber optic,0,0,0,0,1,1,Bank transfer,1,0,1,0,1,0,0
CUST_00253,8,89.57142928497501,5283.458742362587,Two year,No,0,0,0,0,0,0,Bank transfer,1,0,0,0,1,0,0
CUST_00254,27,24.87835816731731,1125.6289467185688,Month-to-month,Fiber optic,0,0,1,0,0,0,Bank transfer,0,0,1,0,1,0,0
CUST_00255,27,73.26025194007622,5526.20188163273,Month-to-month,No,1,1,0,0,1,0,Bank transfer,0,0,0,0,1,0,0
CUST_00256,21,116.21219725920498,834.9408430342149,Month-to-month,Fiber optic,1,0,0,0,1,0,Bank transfer,0,0,1,0,1,0,1
CUST_00257,30,30.94688600544539,331.9768569088993,One year,Fiber optic,1,0,0,1,0,0,Bank transfer,1,0,1,0,1,1,0
CUST_00258,28,109.44799309680674,6601.37172514974,Month-to-month,DSL,0,0,0,0,0,0,Mailed check,0,0,1,0,1,0,1
CUST_00259,64,119.14753351450481,1757.0482867010828,Month-to-month,Fiber optic,1,0,1,0,1,1,Bank transfer,1,0,1,0,1,1,0
CUST_00260,69,26.151702623923505,3094.3142971308694,Month-to-month,DSL,0,0,0,0,0,1,Bank transfer,1,0,1,1,1,0,1
CUST_00261,61,108.29062691374612,7790.313380811768,Two year,No,0,0,1,0,1,1,Bank transfer,1,0,0,0,1,1,0
CUST_00262,48,71.60790204436167,2761.0399647027157,Month-to-month,No,0,1,0,0,0,0,Mailed check,1,0,0,0,1,1,0
CUST_00263,19,110.651371944458,2442.2692721381904,One year,Fiber optic,1,0,0,1,1,0,Bank transfer,0,0,1,1,1,1,0
CUST_00264,4,77.13189419195741,7353.843197019924,Month-to-month,Fiber optic,0,0,0,0,0,0,Mailed check,1,1,0,0,1,1,0
CUST_00265,35,86.21120101065647,974.912718019769,Month-to-month,No,0,1,0,0,0,1,Electronic check,1,0,0,0,1,0,1
CUST_00266,64,74.37789079973993,6100.701039905591,One year,No,1,0,0,0,0,1,Bank transfer,1,0,0,0,1,0,0
CUST_00267,49,106.44928803073485,7905.717976556914,Month-to-month,DSL,1,0,0,0,0,0,Credit card,1,0,0,1,1,1,1
CUST_00268,17,93.39099189537018,7220.238485119726,Two year,DSL,0,1,0,0,1,0,Mailed check,0,0,0,1,1,0,0
CUST_00269,44,72.12603121804149,5248.176557780765,Two year,Fiber optic,0,0,0,0,0,1,Electronic check,0,0,0,1,1,1,1
CUST_00270,30,106.8160804051547,2581.0802804425825,Two year,No,0,0,1,0,0,1,Mailed check,1,0,0,0,1,0,0
CUST_00271,46,44.52855322553346,2109.143651308702,Month-to-month,DSL,1,0,0,1,0,1,Mailed check,1,0,0,0,1,0,1
CUST_00272,6,35.7340659702526,6572.115328484543,One year,Fiber optic,0,1,0,0,1,1,Electronic check,0,1,1,0,1,0,1
CUST_00273,37,36.040010533007205,7050.593120218393,Month-to-month,Fiber optic,0,0,0,0,1,0,Bank transfer,0,0,1,0,1,1,0
CUST_00274,24,53.40088787452379,4250.935809110973,Two year,No,1,0,0,0,0,0,Bank transfer,0,0,0,1,0,1,0
CUST_00275,46,43.86900313010175,2030.2855322130827,One year,Fiber optic,0,0,0,0,1,0,Mailed check,1,0,1,0,1,0,0
CUST_00276,53,113.00903505097386,992.2513464482711,Two year,Fiber optic,0,0,0,1,1,0,Electronic check,1,0,0,0,1,0,1
CUST_00277,60,30.5834093828584,788.7177958714663,Month-to-month,DSL,0,0,1,0,1,0,Bank transfer,1,1,1,1,1,1,1
CUST_00278,63,89.89907380395877,5780.711834095459,Month-to-month,Fiber optic,0,0,0,0,0,0,Mailed check,1,0,1,1,1,1,0
CUST_00279,32,38.92215397850059,3418.9379499970273,Month-to-month,Fiber optic,0,0,0,0,1,0,Credit card,0,0,1,0,0,0,0
CUST_00280,33,108.16371327703501,7252.343006795176,One year,No,0,0,0,1,0,0,Electronic check,0,1,1,0,1,1,1
CUST_00281,67,116.13152881849074,5943.403275741433,Month-to-month,No,0,1,0,0,0,0,Credit card,1,0,0,0,1,0,0
CUST_00282,18,66.54700087699835,1610.957301525235,Month-to-month,No,0,0,0,0,0,0,Credit card,1,0,0,0,1,0,1
CUST_00283,25,107.90714802281316,4948.841608644022,One year,No,0,0,0,0,0,0,Mailed check,0,0,1,0,1,0,0
CUST_00284,54,20.514517075471478,3540.4930897454587,One year,DSL,1,1,0,0,0,1,Electronic check,1,0,0,0,1,1,0
CUST_00285,58,101.99469174081001,4660.272873072044,Month-to-month,No,1,0,1,0,1,1,Bank transfer,1,1,0,1,1,1,1
CUST_00286,67,42.86251615249235,5930.746074374286,One year,Fiber optic,0,0,0,0,0,0,Bank transfer,1,0,0,0,1,1,0
CUST_00287,46,110.87013092693678,6468.947459929947,Month-to-month,DSL,0,1,0,1,0,0,Mailed check,0,0,0,0,1,1,1
CUST_00288,24,20.11201114801095,6765.5248786131215,Month-to-month,No,0,0,0,0,0,0,Bank transfer,0,1,1,0,1,0,0
CUST_00289,32,75.6181735039757,2106.4015091189954,Month-to-month,Fiber optic,1,0,0,0,0,1,Bank transfer,0,0,1,0,1,1,0
CUST_00290,47,95.66358037849346,345.81323934712566,Month-to-month,Fiber optic,0,0,0,1,0,0,Credit card,1,1,0,0,1,0,0
CUST_00291,23,45.868833069790796,5940.428407801708,Month-to-month,DSL,1,0,0,0,0,0,Credit card,1,0,0,1,1,1,1
CUST_00292,66,39.31328645872931,940.1154374206193,One year,Fiber optic,0,0,0,1,0,1,Electronic check,0,0,1,1,1,0,0
CUST_00293,27,28.409822446798465,2587.8647500424445,Month-to-month,Fiber optic,1,0,1,0,0,0,Credit card,0,0,1,0,1,1,0
CUST_00294,2,52.6433576503293,130.15535958234244,Month-to-month,No,1,0,1,0,0,0,Bank transfer,1,0,1,1,1,1,0
CUST_00295,17,75.98443123088295,5485.188910972798,Two year,No,1,0,0,0,0,0,Electronic check,1,0,1,0,1,1,0
CUST_00296,33,31.584385678025768,1420.342890622648,Month-to-month,DSL,0,0,1,0,1,0,Electronic check,1,0,1,0,1,1,0
CUST_00297,9,57.66953619867988,5276.7310365641,Month-to-month,Fiber optic,0,0,0,0,1,0,Mailed check,0,1,1,0,1,0,0
CUST_00298,43,20.907240465272498,7934.766675625927,One year,Fiber optic,0,1,0,1,1,1,Credit card,1,0,1,1,1,1,0
CUST_00299,48,101.86794204998418,674.0998857191287,Two year,No,0,0,1,1,0,0,Electronic check,0,0,0,0,1,0,0
CUST_00300,39,32.84487180931914,708.9162944165395,One year,DSL,0,1,0,0,0,1,Bank transfer,0,0,1,0,1,1,0
CUST_00301,42,48.334294826558164,2789.002732066732,One year,Fiber optic,0,0,0,0,1,0,Electronic check,1,1,0,1,1,1,0
CUST_00302,26,21.842771873821746,6944.453462585602,Two year,DSL,0,0,0,0,0,0,Electronic check,0,0,1,0,1,0,0
CUST_00303,50,63.22407838925123,1802.6859634515215,Month-to-month,Fiber optic,0,0,0,1,0,0,Mailed check,0,0,0,0,0,1,0
CUST_00304,25,104.01215027412188,2946.9847774497457,Two year,DSL,0,0,1,0,0,0,Bank transfer,1,0,1,0,1,0,0
CUST_00305,24,59.21512114451966,641.1927123531386,Month-to-month,No,0,0,0,0,0,0,Bank transfer,0,0,0,0,1,1,1
CUST_00306,13,37.94973234238334,6128.926800945226,Two year,DSL,1,0,0,0,0,0,Credit card,1,1,1,0,1,1,0
CUST_00307,60,95.36988340505192,3325.620107799664,Month-to-month,DSL,0,0,0,0,1,1,Bank transfer,0,0,0,0,1,0,0
CUST_00308,7,98.88069818707443,6098.064991180659,One year,Fiber optic,0,0,0,1,0,0,Electronic check,1,0,0,1,1,0,0
CUST_00309,57,37.375347530756684,7238.501970339681,Month-to-month,DSL,0,0,0,0,1,0,Bank transfer,0,0,0,0,1,0,0
CUST_00310,36,97.08541085409898,1938.8288621001811,One year,DSL,1,0,0,0,0,0,Bank transfer,1,0,0,0,1,1,0
CUST_00311,45,114.7297888256338,6478.428639685616,Month-to-month,Fiber optic,0,0,0,0,0,0,Electronic check,0,0,0,0,1,1,1
CUST_00312,20,36.637758693227234,566.8417316182008,Two year,DSL,0,0,0,0,1,0,Mailed check,1,0,0,1,1,0,0
CUST_00313,65,97.09842925321355,7200.894366623954,Two year,Fiber optic,0,0,1,0,1,0,Credit card,1,0,1,1,1,1,0
CUST_00314,8,90.85720046026293,5241.071525714104,Month-to-month,No,0,0,0,0,0,0,Credit card,0,0,0,0,1,0,1
CUST_00315,16,67.35738884350886,7006.391120692977,Two year,DSL,0,0,0,0,0,0,Mailed check,0,1,0,0,1,0,1
CUST_00316,14,25.79204605587983,101.48835649699699,One year,No,1,1,0,0,1,1,Electronic check,1,0,1,1,1,0,0
CUST_00317,15,27.469441775785402,1435.7404558123408,One year,Fiber optic,1,0,1,0,0,0,Credit card,1,0,1,1,1,0,0
CUST_00318,66,105.24146591986477,3179.0991606692874,Month-to-month,No,0,0,1,0,0,0,Mailed check,0,0,0,0,1,0,0
CUST_00319,32,119.0148372750647,3098.072936660277,Month-to-month,DSL,0,0,0,1,1,1,Mailed check,0,0,0,0,1,0,0
CUST_00320,63,87.60522571867544,1891.1700250957342,Month-to-month,No,0,1,0,0,0,1,Mailed check,0,0,1,0,1,0,0
CUST_00321,51,64.59583070103216,3114.734324950881,Month-to-month,Fiber optic,0,0,0,0,0,1,Credit card,0,0,0,0,1,1,0
CUST_00322,25,84.75736434019076,1117.904824802013,Two year,DSL,0,1,0,0,0,0,Credit card,1,0,0,1,0,0,0
CUST_00323,58,79.43958592285453,3360.8129212016056,Month-to-month,No,0,0,0,0,0,1,Credit card,1,0,1,0,1,0,1
CUST_00324,63,58.36122604056218,6438.599200358187,Two year,Fiber optic,1,0,0,0,1,0,Credit card,1,0,0,0,1,0,0
CUST_00325,62,26.562614457401295,3884.6534985164744,Month-to-month,Fiber optic,1,1,1,1,0,0,Bank transfer,1,0,1,0,0,0,1
CUST_00326,22,102.15129474074409,242.20070266719839,Month-to-month,DSL,0,0,0,0,1,1,Mailed check,1,0,0,0,1,0,1
CUST_00327,58,57.18335292387246,3429.4079284760546,One year,DSL,0,0,1,0,0,0,Bank transfer,1,0,1,0,1,0,0
CUST_00328,58,101.87856433570937,314.68262711766886,Two year,Fiber optic,0,1,0,1,0,1,Mailed check,0,0,1,0,1,1,0
CUST_00329,49,45.25087496883822,7733.322944583706,Month-to-month,Fiber optic,0,1,0,0,0,1,Credit card,0,0,0,0,1,1,1
CUST_00330,52,20.10294798456334,1106.8862794406648,Month-to-month,Fiber optic,0,0,0,1,1,1,Credit card,1,0,1,0,1,0,0
CUST_00331,42,35.89382832767565,5690.737778011888,Month-to-month,No,0,0,0,0,1,1,Bank transfer,0,0,1,0,1,0,0
CUST_00332,70,66.85394167685843,7784.932950847478,Month-to-month,DSL,1,1,0,1,0,0,Electronic check,0,0,0,1,1,0,1
CUST_00333,15,114.43036349578298,6625.708508165918,Month-to-month,No,1,0,1,1,0,0,Credit card,0,0,1,1,1,0,1
CUST_00334,54,30.2193619693719,5624.591463497009,Month-to-month,No,0,1,1,1,0,1,Electronic check,0,0,0,0,1,1,0
CUST_00335,60,105.4209774461566,6731.741185056058,Month-to-month,DSL,0,0,1,1,1,1,Mailed check,1,0,1,1,0,1,1
CUST_00336,8,72.7024096211862,7856.209676758958,One year,Fiber optic,0,0,0,1,0,1,Bank transfer,1,0,0,0,1,1,0
CUST_00337,53,102.59207657998967,5008.621528302884,Month-to-month,Fiber optic,0,1,1,0,1,1,Electronic check,0,0,0,0,1,0,1
CUST_00338,60,49.83744309899926,4517.559973951679,Month-to-month,Fiber optic,0,0,0,0,0,1,Electronic check,0,1,0,1,1,1,1
CUST_00339,5,103.99471646724719,5063.081072659923,Month-to-month,No,0,0,0,0,0,1,Credit card,1,0,0,0,0,0,1
CUST_00340,68,97.28227800168045,4308.139505416284,One year,DSL,0,0,0,0,0,0,Electronic check,0,0,0,0,1,0,0
CUST_00341,6,43.00536830314339,5117.203936686778,Two year,Fiber optic,0,0,0,1,0,0,Electronic check,1,0,1,1,1,0,0
CUST_00342,47,33.13351264093781,3653.753442983218,Month-to-month,Fiber optic,1,0,0,0,1,1,Mailed check,1,0,1,1,1,1,1
CUST_00343,55,106.80543225322928,1825.7011447781263,One year,DSL,0,1,0,1,1,0,Bank transfer,0,0,0,0,1,1,0
CUST_00344,40,116.3236653440132,1049.9530894422373,Month-to-month,DSL,0,0,1,1,0,0,Credit card,1,0,0,1,1,0,1
CUST_00345,52,23.130231374751624,639.8933907048571,Month-to-month,Fiber optic,0,0,0,0,0,0,Credit card,1,0,1,0,1,0,0
CUST_00346,16,93.12700669736856,2180.1946916502807,Month-to-month,No,0,1,0,0,0,1,Electronic check,0,0,0,0,1,1,1
CUST_00347,13,110.95245109478184,464.3761582522973,Month-to-month,DSL,0,0,1,0,1,1,Mailed check,0,0,0,0,1,1,1
CUST_00348,30,105.73600920924986,4580.649161363146,One year,Fiber optic,1,0,0,0,0,1,Electronic check,1,0,1,0,1,0,0
CUST_00349,19,116.45204722702086,2342.24473148581,Two year,No,1,0,1,0,0,0,Electronic check,0,0,0,0,1,1,0
CUST_00350,17,96.00940784380971,6613.8249838875545,Month-to-month,Fiber optic,0,1,0,1,0,1,Credit card,1,0,0,0,1,0,0
CUST_00351,63,64.22987623809102,686.5028966082529,One year,No,0,0,0,1,0,1,Electronic check,1,0,1,0,1,1,0
CUST_00352,19,51.19519904951304,1888.1768052977388,One year,No,0,0,0,0,0,0,Electronic check,0,0,1,0,0,0,1
CUST_00353,58,52.07427404381274,5868.944562012152,Month-to-month,DSL,0,0,0,0,0,0,Mailed check,0,0,0,0,1,0,1
CUST_00354,55,92.4422672614117,4830.585541429582,Month-to-month,No,1,0,0,0,0,0,Credit card,1,0,1,0,1,1,0
CUST_00355,62,94.58370120309642,609.4810428684235,Month-to-month,Fiber optic,0,0,0,0,1,0,Bank transfer,1,0,1,1,1,1,1
CUST_00356,23,40.03591435487127,7030.191711581383,Month-to-month,No,0,0,0,0,0,1,Mailed check,1,0,0,0,1,0,0
CUST_00357,9,106.8122813490531,7030.367926326818,Month-to-month,DSL,0,0,1,0,0,0,Mailed check,1,1,0,0,1,0,1
CUST_00358,12,91.49240402022477,2710.2232306186133,Month-to-month,DSL,0,1,0,0,1,1,Mailed check,1,1,0,0,1,0,1
CUST_00359,1,76.27502863433827,2789.2061624615612,Month-to-month,No,1,0,0,0,0,0,Credit card,0,0,0,1,1,0,1
CUST_00360,58,67.15324601025128,7913.324030966373,One year,No,0,0,0,1,1,0,Electronic check,1,0,0,0,0,1,0
CUST_00361,1,74.32328057899582,5046.791755585792,One year,No,1,0,0,0,0,0,Bank transfer,1,1,0,0,1,0,0
CUST_00362,34,35.92457382792645,4297.400512487667,Two year,Fiber optic,0,0,0,0,0,0,Credit card,1,0,0,0,1,1,0
CUST_00363,48,40.370124927627415,6721.402250060203,Month-to-month,No,1,0,1,0,0,0,Electronic check,1,0,1,0,1,0,0
CUST_00364,1,29.116449040619166,2353.7936730228,One year,DSL,0,0,0,0,0,0,Mailed check,1,0,1,0,1,1,0
CUST_00365,16,35.36580381611127,3490.5424878312197,Two year,No,0,0,0,0,1,0,Credit card,1,0,1,0,1,0,0
CUST_00366,61,65.36936346052826,2215.43573635784,One year,DSL,1,0,0,0,0,0,Electronic check,0,0,1,1,1,0,0
CUST_00367,64,73.0354393728256,6334.370688050978,Month-to-month,Fiber optic,0,0,0,0,0,1,Bank transfer,1,0,1,0,1,0,1
CUST_00368,63,21.78618924783194,4629.459830518223,One year,Fiber optic,0,0,1,0,0,0,Bank transfer,0,0,1,1,1,1,0
CUST_00369,69,99.67978278640275,5304.718054106557,Month-to-month,DSL,0,0,0,0,0,0,Electronic check,0,0,0,1,1,0,0
CUST_00370,22,49.41679733434779,2093.2272737313115,Month-to-month,No,1,0,0,0,0,1,Credit card,1,0,0,1,1,0,0
CUST_00371,67,111.18360349599111,1839.7798808807893,Month-to-month,Fiber optic,0,0,0,0,0,0,Mailed check,0,0,1,1,1,1,0
CUST_00372,26,116.75112636137777,3958.159568965216,One year,DSL,1,0,0,0,0,1,Electronic check,1,0,0,1,1,1,0
CUST_00373,16,38.54588746766544,5926.769417833331,Month-to-month,Fiber optic,0,0,0,1,1,1,Mailed check,1,0,0,0,0,1,0
CUST_00374,51,66.20972907656606,4249.394084409265,Two year,No,0,1,0,1,0,0,Bank transfer,0,0,1,0,1,0,0
CUST_00375,57,20.123183516642587,357.900852610782,One year,DSL,1,0,1,0,1,1,Electronic check,1,0,1,0,1,0,0
CUST_00376,29,79.83272651224269,6961.556899930281,Month-to-month,Fiber optic,0,0,1,0,1,1,Bank transfer,1,0,1,1,1,1,1
CUST_00377,69,80.73064482626712,611.0264587695394,Two year,Fiber optic,1,0,0,0,0,1,Mailed check,1,0,0,0,1,0,0
CUST_00378,47,44.753995560337515,7651.013421393943,Month-to-month,Fiber optic,1,0,0,1,1,1,Mailed check,1,0,0,0,1,0,0
CUST_00379,62,75.84126725831979,298.62147039045453,Two year,DSL,0,0,0,0,1,0,Electronic check,1,0,1,0,1,0,0
CUST_00380,69,42.55401424437355,5586.158603432599,Month-to-month,Fiber optic,0,1,1,0,0,1,Electronic check,0,0,0,1,1,1,1
CUST_00381,16,36.08254690781901,749.4358033230751,Month-to-month,Fiber optic,0,0,1,0,1,0,Electronic check,0,0,0,1,1,0,0
CUST_00382,48,85.15194668022647,7294.344977537603,One year,No,1,1,1,0,0,0,Bank transfer,1,0,0,0,1,1,0
CUST_00383,39,52.59254639520749,3769.022566181788,One year,No,1,1,0,0,0,0,Mailed check,1,0,1,0,1,0,0
CUST_00384,33,79.02639388856224,1186.4378210544216,One year,DSL,0,0,0,0,1,0,Mailed check,0,0,1,0,1,1,0
CUST_00385,23,63.32467489716556,2792.444028339788,Two year,No,0,0,1,0,0,0,Bank transfer,1,0,1,0,1,1,0
CUST_00386,10,118.4351407402904,1402.1149352394202,One year,Fiber optic,0,0,0,1,0,1,Electronic check,1,0,0,0,1,0,0
CUST_00387,69,34.95806426675658,1447.5971013010112,One year,DSL,1,0,0,0,0,1,Credit card,1,0,0,0,1,0,0
CUST_00388,34,66.45985966358101,7590.055729354393,Two year,DSL,0,1,0,0,1,0,Electronic check,1,0,0,1,1,1,0
CUST_00389,52,88.04566263593253,3617.4442870498265,One year,DSL,0,0,0,0,1,1,Credit card,1,1,1,0,1,0,0
CUST_00390,10,59.55450838799687,6331.5378848523405,Month-to-month,Fiber optic,0,1,0,0,0,1,Credit card,1,0,0,0,1,1,0
CUST_00391,19,117.46998518706899,5152.883933303687,Two year,DSL,1,0,0,0,1,0,Bank transfer,1,0,0,1,1,1,0
CUST_00392,58,92.18876279269351,5443.768262473299,Month-to-month,DSL,0,1,0,1,0,0,Mailed check,1,0,1,0,1,0,0
CUST_00393,1,85.69838575644931,1140.3781639291042,One year,DSL,0,1,1,0,0,1,Mailed check,1,0,0,0,0,0,0
CUST_00394,69,95.70592676112233,1950.0571298423367,Two year,Fiber optic,0,0,0,1,1,1,Mailed check,1,0,1,0,1,0,0
CUST_00395,4,115.2648638038717,6315.327647720052,One year,Fiber optic,0,0,0,0,1,1,Mailed check,1,0,1,1,0,1,0
CUST_00396,16,110.78186529846401,7769.0530311507855,One year,Fiber optic,1,0,0,0,0,1,Bank transfer,0,0,0,0,1,0,0
CUST_00397,24,92.42853081264118,2175.1375765293487,One year,Fiber optic,1,1,0,1,0,0,Credit card,0,0,0,0,1,1,0
CUST_00398,2,94.9161639101283,2245.3932415332147,Month-to-month,DSL,0,1,0,0,1,0,Mailed check,1,0,0,1,1,1,0
CUST_00399,32,34.59220740351455,3835.8873492061484,Two year,Fiber optic,0,1,0,0,1,0,Credit card,0,0,0,1,1,0,0
CUST_00400,24,30.279240449266567,7872.338471557959,Month-to-month,No,0,0,0,0,1,0,Bank transfer,0,0,0,0,1,0,1
CUST_00401,12,77.09045018441643,2224.7756720291213,Month-to-month,Fiber optic,0,0,0,0,0,1,Electronic check,0,0,1,1,1,0,1
CUST_00402,50,21.836763694054,3315.0780861106846,Month-to-month,Fiber optic,1,1,1,0,1,1,Bank transfer,0,0,0,1,1,1,0
CUST_00403,35,68.23563815515917,7142.692123425703,Month-to-month,DSL,0,0,0,0,1,0,Mailed check,0,0,1,1,1,0,0
CUST_00404,33,41.034957991886856,123.07615770875987,Month-to-month,Fiber optic,0,1,0,0,0,1,Electronic check,0,0,0,1,1,0,0
CUST_00405,33,54.601656764483955,414.15112340969944,Two year,DSL,0,0,0,0,1,0,Bank transfer,1,0,0,0,1,1,0
CUST_00406,61,97.5804735792956,4872.166248862632,Month-to-month,DSL,0,0,1,0,1,1,Bank transfer,1,0,0,0,1,0,0
CUST_00407,51,114.12375042323865,7268.303301231491,Month-to-month,Fiber optic,0,0,0,1,1,1,Credit card,1,0,1,0,1,0,0
CUST_00408,43,27.24162721463415,1986.9676171752285,Month-to-month,Fiber optic,0,0,1,1,1,1,Bank transfer,0,0,0,0,1,0,0
